Identifiant,Nom_Etablissement,Annee_Emission,Milieu,Polluant,quantite,unite
060.00385,INTERNATIONAL PAPER FRANCE,2015,Sol,Manganèse et ses composés (Mn),31800,kg/an
060.00385,INTERNATIONAL PAPER FRANCE,2015,Sol,Nickel et ses composés (Ni),188,kg/an
060.00385,INTERNATIONAL PAPER FRANCE,2015,Sol,Plomb et ses composés (Pb),171,kg/an
060.00385,INTERNATIONAL PAPER FRANCE,2015,Sol,Titane et ses composés (Ti),7510,kg/an
060.00385,INTERNATIONAL PAPER FRANCE,2015,Sol,Zinc et ses composés (Zn),2520,kg/an
060.00401,S.A.S ANDRIEUX,2015,Air,Hydrochlorofluorocarbures (HCFC),53,kg/an
060.00401,S.A.S ANDRIEUX,2015,Air,Hydroflurocarbures (HFC),308,kg/an
060.00416,NCI ENVIRONNEMENT,2015,Air,Méthane (CH4),337000,kg/an
060.00419,COVIMAG,2015,Air,Hexafluorure de soufre (SF6),50,kg/an
060.00427,UIOM de BRIVE,2015,Air,CO2 Total d'origine non biomasse uniquement,22000.000,t/an
060.00427,UIOM de BRIVE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),51200.000,t/an
060.00427,UIOM de BRIVE,2015,Air,CO2 Total d'origine biomasse uniquement,29200.000,t/an
060.01935,GERSON PIERROT GOURMAND,2015,Eau (indirect),Demande chimique en oxygène (DCO),639000,kg/an
060.02020,EUROCAST BRIVE,2015,Eau (indirect),Demande biologique en oxygène (DBO5),51400,kg/an
060.02020,EUROCAST BRIVE,2015,Eau (indirect),Demande chimique en oxygène (DCO),187000,kg/an
060.02045,PONTHIER,2015,Air,Hydroflurocarbures (HFC),274,kg/an
060.02150,AREVA - Site Industriel de Bessines,2015,Eau (direct),Manganèse et ses composés (Mn),963,kg/an
060.02154,AREVA Mines - Station de Bellezane,2015,Eau (direct),Fluorures (F total),2760,kg/an
060.02178,SMB - Station de Cros Gallet,2015,Eau (direct),Arsenic et ses composés (As),29.5,kg/an
060.02672,CORREZE INCINERATION,2015,Air,CO2 Total d'origine non biomasse uniquement,13900.000,t/an
060.02672,CORREZE INCINERATION,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),32000.000,t/an
060.02672,CORREZE INCINERATION,2015,Air,CO2 Total d'origine biomasse uniquement,18200.000,t/an
060.03649,DALKIA SDCL BIOMASSE LIMOGES D97688L,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),138000,kg/an
060.03649,DALKIA SDCL BIOMASSE LIMOGES D97688L,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),80000.000,t/an
060.03649,DALKIA SDCL BIOMASSE LIMOGES D97688L,2015,Air,CO2 Total d'origine biomasse uniquement,80000.000,t/an
061.01980,FERROPEM - Usine d'Anglefort,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),344000,kg/an
061.01980,FERROPEM - Usine d'Anglefort,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),342000,kg/an
061.01980,FERROPEM - Usine d'Anglefort,2015,Air,CO2 Total d'origine non biomasse uniquement,144000.000,t/an
061.01980,FERROPEM - Usine d'Anglefort,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),206000.000,t/an
061.01980,FERROPEM - Usine d'Anglefort,2015,Air,CO2 Total d'origine biomasse uniquement,62000.000,t/an
061.01982,GERGONNE INDUSTRIE,2015,Air,Composés organiques volatils non méthaniques (COVNM),32400,kg/an
061.01989,ARKEMA BALAN,2015,Air,Chlorure de vinyle (chloroéthylène - monochlorure de vinyle - CVM)),8430,kg/an
061.01989,ARKEMA BALAN,2015,Air,CO2 Total d'origine non biomasse uniquement,34500.000,t/an
061.01989,ARKEMA BALAN,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),34500.000,t/an
061.01989,ARKEMA BALAN,2015,Eau (direct),Chlorure de vinyle (chloroéthylène - monochlorure de vinyle - CVM)),68,kg/an
061.02002,Usine d'incinération d'ordures ménagères,2015,Air,CO2 Total d'origine non biomasse uniquement,43900.000,t/an
061.02002,Usine d'incinération d'ordures ménagères,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),101000.000,t/an
061.02002,Usine d'incinération d'ordures ménagères,2015,Air,CO2 Total d'origine biomasse uniquement,56900.000,t/an
061.02027,Abattoirs des Crêts,2015,Air,Hydroflurocarbures (HFC),338,kg/an
061.02027,Abattoirs des Crêts,2015,Eau (indirect),Demande biologique en oxygène (DBO5),102000,kg/an
061.02027,Abattoirs des Crêts,2015,Eau (indirect),Demande chimique en oxygène (DCO),223000,kg/an
061.02031,ARCELOR MITTAL,2015,Eau (direct),Plomb et ses composés (Pb),189,kg/an
061.02031,ARCELOR MITTAL,2015,Eau (direct),Zinc et ses composés (Zn),360,kg/an
061.02064,BALL-AEROCAN FRANCE,2015,Air,Composés organiques volatils non méthaniques (COVNM),47200,kg/an
061.02080,CHARDON COUCHOUD,2015,Air,Zinc et ses composés (Zn),448,kg/an
061.02080,CHARDON COUCHOUD,2015,Eau (direct),Nickel et ses composés (Ni),35.7,kg/an
061.02081,HEXCEL COMPOSITES,2015,Air,Composés organiques volatils non méthaniques (COVNM),209000,kg/an
061.02081,HEXCEL COMPOSITES,2015,Air,Dichlorométhane (DCM - chlorure de méthylène),73300,kg/an
061.02088,laiterie cooperative etrez beaupont,2015,Eau (indirect),Demande biologique en oxygène (DBO5),62400,kg/an
061.02089,STORENGY,2015,Air,Composés organiques volatils non méthaniques (COVNM),49800,kg/an
061.02089,STORENGY,2015,Air,Méthane (CH4),350000,kg/an
061.02124,SAINT-GOBAIN EMBALLAGE Usine de Lagnieu,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),534000,kg/an
061.02124,SAINT-GOBAIN EMBALLAGE Usine de Lagnieu,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),273000,kg/an
061.02124,SAINT-GOBAIN EMBALLAGE Usine de Lagnieu,2015,Air,CO2 Total d'origine non biomasse uniquement,119000.000,t/an
061.02124,SAINT-GOBAIN EMBALLAGE Usine de Lagnieu,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),119000.000,t/an
061.02152,Carrier Montluel,2015,Air,Hydroflurocarbures (HFC),1770,kg/an
061.02156,SITE DE MONTREAL LA CLUSE Bâtiment 2,2015,Air,Composés organiques volatils non méthaniques (COVNM),30200,kg/an
061.02201,Usine de Pont de Vaux,2015,Air,CO2 Total d'origine non biomasse uniquement,14800.000,t/an
061.02201,Usine de Pont de Vaux,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),14800.000,t/an
061.02218,Lamberet SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),178000,kg/an
061.02245,TORAY FILMS EUROPE,2015,Air,CO2 Total d'origine non biomasse uniquement,25900.000,t/an
061.02245,TORAY FILMS EUROPE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),25900.000,t/an
061.02256,Station d'épuration du Parc Industriel de la Plaine de l'Ain,2015,Eau (direct),Cadmium et ses composés (Cd),3.68,kg/an
061.02256,Station d'épuration du Parc Industriel de la Plaine de l'Ain,2015,Eau (direct),Phénols (Ctotal),40.7,kg/an
061.02261,ND LOGISTICS,2015,Air,Hydroflurocarbures (HFC),190,kg/an
061.02267,BASF Pharma (St. Vulbas) SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),69100,kg/an
061.02269,Speichim Processing,2015,Air,Composés organiques volatils non méthaniques (COVNM),36200,kg/an
061.02269,Speichim Processing,2015,Eau (indirect),Dichlorométhane (DCM - chlorure de méthylène),24,kg/an
061.02272,Trédi,2015,Air,PCBi : somme des 7 PCB indicateurs (PCB 28+PCB 52+PCB 101+PCB 118+PCB 138+PCB 153+PCB 180),0.112,kg/an
061.02272,Trédi,2015,Air,CO2 Total d'origine non biomasse uniquement,46600.000,t/an
061.02272,Trédi,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),46600.000,t/an
061.02272,Trédi,2015,Eau (direct),Arsenic et ses composés (As),30.1,kg/an
061.02272,Trédi,2015,Eau (direct),Cadmium et ses composés (Cd),15.5,kg/an
061.02272,Trédi,2015,Eau (direct),Chlorures (Cl total),2280.000,t/an
061.02272,Trédi,2015,Eau (direct),Composés organohalogénés (AOX),1320,kg/an
061.02272,Trédi,2015,Eau (direct),Fluorures (F total),8480,kg/an
061.02272,Trédi,2015,Eau (direct),Nickel et ses composés (Ni),24.4,kg/an
061.02272,Trédi,2015,Eau (direct),Plomb et ses composés (Pb),30.9,kg/an
061.02272,Trédi,2015,Eau (direct),Zinc et ses composés (Zn),121,kg/an
061.02302,PLASTEUROP Panelco,2015,Air,Composés organiques volatils non méthaniques (COVNM),37900,kg/an
061.02302,PLASTEUROP Panelco,2015,Air,Hydroflurocarbures (HFC),16300,kg/an
061.02304,Plastic Omnium Composites ANDANCE,2015,Air,Composés organiques volatils non méthaniques (COVNM),78500,kg/an
061.02314,Tannerie d'Annonay,2015,Eau (indirect),Demande biologique en oxygène (DBO5),103000,kg/an
061.02314,Tannerie d'Annonay,2015,Eau (indirect),Demande chimique en oxygène (DCO),213000,kg/an
061.02348,Ciments Calcia Usine de Cruas,2015,Air,Ammoniac (NH3),20900,kg/an
061.02348,Ciments Calcia Usine de Cruas,2015,Air,Benzène,1780,kg/an
061.02348,Ciments Calcia Usine de Cruas,2015,Air,Naphthalène,55.7,kg/an
061.02348,Ciments Calcia Usine de Cruas,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),220000,kg/an
061.02348,Ciments Calcia Usine de Cruas,2015,Air,CO2 Total d'origine non biomasse uniquement,118000.000,t/an
061.02348,Ciments Calcia Usine de Cruas,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),118000.000,t/an
061.02350,LAFARGE CIMENTS,2015,Air,CO2 Total d'origine non biomasse uniquement,43700.000,t/an
061.02350,LAFARGE CIMENTS,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),43700.000,t/an
061.02364,OI MANUFACTURING FRANCE USINE DE LABEGUDE,2015,Air,CO2 Total d'origine non biomasse uniquement,31400.000,t/an
061.02364,OI MANUFACTURING FRANCE USINE DE LABEGUDE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),31400.000,t/an
061.02409,CECA,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),862000,kg/an
061.02409,CECA,2015,Air,CO2 Total d'origine non biomasse uniquement,15700.000,t/an
061.02409,CECA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),15700.000,t/an
061.02410,Plastic Omnium composites ST DESIRAT,2015,Air,Composés organiques volatils non méthaniques (COVNM),109000,kg/an
061.02435,LAFARGE CIMENTS - USINE du TEIL,2015,Air,Acide cyanhydrique (HCN),315,kg/an
061.02435,LAFARGE CIMENTS - USINE du TEIL,2015,Air,Cobalt et ses composés (Co),18.1,kg/an
061.02435,LAFARGE CIMENTS - USINE du TEIL,2015,Air,Monoxyde de carbone (CO),601000,kg/an
061.02435,LAFARGE CIMENTS - USINE du TEIL,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),688000,kg/an
061.02435,LAFARGE CIMENTS - USINE du TEIL,2015,Air,CO2 Total d'origine non biomasse uniquement,410000.000,t/an
061.02435,LAFARGE CIMENTS - USINE du TEIL,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),429000.000,t/an
061.02435,LAFARGE CIMENTS - USINE du TEIL,2015,Air,CO2 Total d'origine biomasse uniquement,19200.000,t/an
061.02443,FABRICATION CHIMIQUE ARDECHOISE,2015,Air,Composés organiques volatils non méthaniques (COVNM),62200,kg/an
061.02443,FABRICATION CHIMIQUE ARDECHOISE,2015,Air,Hydroflurocarbures (HFC),2430,kg/an
061.02447,UNION DES DISTILLERIES DE LA MEDITERRANEE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),11200.000,t/an
061.02447,UNION DES DISTILLERIES DE LA MEDITERRANEE,2015,Air,CO2 Total d'origine biomasse uniquement,11200.000,t/an
061.02463,ORRION CHIMIE METALCHEM,2015,Eau (direct),Azote total (N),61400,kg/an
061.02463,ORRION CHIMIE METALCHEM,2015,Eau (direct),Cobalt et ses composés (Co),64.4,kg/an
061.02463,ORRION CHIMIE METALCHEM,2015,Eau (direct),Cuivre et ses composés (Cu),82.4,kg/an
061.02463,ORRION CHIMIE METALCHEM,2015,Eau (direct),Nickel et ses composés (Ni),95.4,kg/an
061.02464,Eurecat France,2015,Air,Cobalt et ses composés (Co),48.9,kg/an
061.02464,Eurecat France,2015,Air,Nickel et ses composés (Ni),142,kg/an
061.02464,Eurecat France,2015,Air,Vanadium et ses composés,10.2,kg/an
061.02492,I B E TEXTILES COLORS,2015,Eau (indirect),Demande biologique en oxygène (DBO5),50200,kg/an
061.02495,GRTgaz - Station de Compression LA BEGUDE,2015,Air,Composés organiques volatils non méthaniques (COVNM),32000,kg/an
061.02495,GRTgaz - Station de Compression LA BEGUDE,2015,Air,Méthane (CH4),218000,kg/an
061.02509,Markem-Imaje SAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),30600,kg/an
061.02585,EMIN LEYDIER,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),100000,kg/an
061.02585,EMIN LEYDIER,2015,Air,CO2 Total d'origine non biomasse uniquement,139000.000,t/an
061.02585,EMIN LEYDIER,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),150000.000,t/an
061.02585,EMIN LEYDIER,2015,Air,CO2 Total d'origine biomasse uniquement,10200.000,t/an
061.02585,EMIN LEYDIER,2015,Eau (direct),Azote total (N),50000,kg/an
061.02585,EMIN LEYDIER,2015,Eau (direct),Demande biologique en oxygène (DBO5),60200,kg/an
061.02585,EMIN LEYDIER,2015,Eau (direct),Demande chimique en oxygène (DCO),547000,kg/an
061.02585,EMIN LEYDIER,2015,Eau (direct),Phosphore total (P),9840,kg/an
061.02585,EMIN LEYDIER,2015,Eau (direct),Phénols (Ctotal),30.4,kg/an
061.02595,LAFARGE PLATRES,2015,Air,Composés organiques volatils non méthaniques (COVNM),126000,kg/an
061.02650,COMURHEX PIERRELATTE,2015,Air,Hydrochlorofluorocarbures (HCFC),16.6,kg/an
061.02695,TANNERIES ROUX,2015,Eau (indirect),Chrome et ses composés (Cr),65,kg/an
061.02695,TANNERIES ROUX,2015,Eau (indirect),Demande biologique en oxygène (DBO5),71100,kg/an
061.02695,TANNERIES ROUX,2015,Eau (indirect),Demande chimique en oxygène (DCO),220000,kg/an
061.02720,Abriso France,2015,Air,Composés organiques volatils non méthaniques (COVNM),181000,kg/an
061.02760,AGRANA FRUIT FRANCE,2015,Eau (indirect),Demande biologique en oxygène (DBO5),163000,kg/an
061.02760,AGRANA FRUIT FRANCE,2015,Eau (indirect),Demande chimique en oxygène (DCO),327000,kg/an
061.02767,RHODIA OPERATIONS GBU POLYAMIDE INTERMEDIAIRES,2015,Eau (indirect),Demande biologique en oxygène (DBO5),104000,kg/an
061.02767,RHODIA OPERATIONS GBU POLYAMIDE INTERMEDIAIRES,2015,Eau (indirect),Demande chimique en oxygène (DCO),290000,kg/an
061.02778,Groupe Scapa France,2015,Air,Composés organiques volatils non méthaniques (COVNM),44000,kg/an
061.02785,OMNITHERM VALENCE,2015,Air,CO2 Total d'origine non biomasse uniquement,23200.000,t/an
061.02785,OMNITHERM VALENCE,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),23200.000,t/an
061.02786,EUROPAGRO,2015,Eau (indirect),Demande biologique en oxygène (DBO5),48400,kg/an
061.02813,BOXAL France,2015,Air,Composés organiques volatils non méthaniques (COVNM),141000,kg/an
061.02819,GTA,2015,Eau (indirect),Demande biologique en oxygène (DBO5),114000,kg/an
061.02819,GTA,2015,Eau (indirect),Demande chimique en oxygène (DCO),246000,kg/an
061.02822,PCAS,2015,Air,Composés organiques volatils non méthaniques (COVNM),137000,kg/an
061.02822,PCAS,2015,Eau (indirect),Demande biologique en oxygène (DBO5),72500,kg/an
061.02822,PCAS,2015,Eau (indirect),Demande chimique en oxygène (DCO),196000,kg/an
061.02824,Usine de Montalieu,2015,Air,Benzène,3970,kg/an
061.02824,Usine de Montalieu,2015,Air,Composés organiques volatils non méthaniques (COVNM),64400,kg/an
061.02824,Usine de Montalieu,2015,Air,Monoxyde de carbone (CO),3510000,kg/an
061.02824,Usine de Montalieu,2015,Air,Naphthalène,308,kg/an
061.02824,Usine de Montalieu,2015,Air,Oxydes de soufre (SOx - SO2 + SO3) (en eq. SO2),807000,kg/an
061.02824,Usine de Montalieu,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),963000,kg/an
061.02824,Usine de Montalieu,2015,Air,CO2 Total d'origine non biomasse uniquement,686000.000,t/an
061.02824,Usine de Montalieu,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),781000.000,t/an
061.02824,Usine de Montalieu,2015,Air,CO2 Total d'origine biomasse uniquement,95100.000,t/an
061.02824,Usine de Montalieu,2015,Eau (direct),Cadmium et ses composés (Cd),4.57,kg/an
061.02832,CARRIERES ET CHAUX BALTHAZARD ET COTTE La Buisse,2015,Air,CO2 Total d'origine non biomasse uniquement,77100.000,t/an
061.02832,CARRIERES ET CHAUX BALTHAZARD ET COTTE La Buisse,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),77100.000,t/an
061.02835,Centre de Stockage de Déchets Ultimes du Marais,2015,Air,Méthane (CH4),118000,kg/an
061.02857,FINORGA,2015,Air,Composés organiques volatils non méthaniques (COVNM),37400,kg/an
061.02859,SIRA,2015,Eau (direct),Cadmium et ses composés (Cd),1.84,kg/an
061.02859,SIRA,2015,Eau (direct),Nickel et ses composés (Ni),102,kg/an
061.02859,SIRA,2015,Eau (direct),Zinc et ses composés (Zn),189,kg/an
061.02863,BOURBON Automotive Plastics - Site de Chatte,2015,Air,Composés organiques volatils non méthaniques (COVNM),58400,kg/an
061.02870,WINOA,2015,Air,Zinc et ses composés (Zn),549,kg/an
061.02870,WINOA,2015,Air,CO2 Total d'origine non biomasse uniquement,18500.000,t/an
061.02870,WINOA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),18500.000,t/an
061.02870,WINOA,2015,Eau (direct),Plomb et ses composés (Pb),40.4,kg/an
061.02870,WINOA,2015,Eau (direct),Zinc et ses composés (Zn),131,kg/an
061.02885,STMicroelectronics,2015,Air,Composés organiques volatils non méthaniques (COVNM),90300,kg/an
061.02885,STMicroelectronics,2015,Air,Hexafluorure de soufre (SF6),21.7,kg/an
061.02885,STMicroelectronics,2015,Air,Hydroflurocarbures (HFC),123,kg/an
061.02885,STMicroelectronics,2015,Air,Perfluorocarbures (PFC),1810,kg/an
061.02885,STMicroelectronics,2015,Eau (direct),Cuivre et ses composés (Cu),124,kg/an
061.02885,STMicroelectronics,2015,Eau (direct),Fluorures (F total),11900,kg/an
061.02887,USINE DE CROLLES,2015,Eau (indirect),Demande chimique en oxygène (DCO),277000,kg/an
061.02923,Chaufferie de la Villeneuve,2015,Air,CO2 Total d'origine non biomasse uniquement,33300.000,t/an
061.02923,Chaufferie de la Villeneuve,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),73100.000,t/an
061.02923,Chaufferie de la Villeneuve,2015,Air,CO2 Total d'origine biomasse uniquement,39800.000,t/an
061.02939,AMCOR FLEXIBLE FROGES,2015,Air,Composés organiques volatils non méthaniques (COVNM),570000,kg/an
061.02945,SIEMENS Transmission & Distribution,2015,Air,Hexafluorure de soufre (SF6),171,kg/an
061.02957,Chaufferie de la Poterne,2015,Air,Chlore et composés inorganiques (HCl),15400,kg/an
061.02957,Chaufferie de la Poterne,2015,Air,Protoxyde d'azote (N2O),15400,kg/an
061.02957,Chaufferie de la Poterne,2015,Air,CO2 Total d'origine non biomasse uniquement,72000.000,t/an
061.02957,Chaufferie de la Poterne,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),121000.000,t/an
061.02957,Chaufferie de la Poterne,2015,Air,CO2 Total d'origine biomasse uniquement,48900.000,t/an
061.02962,Eurotungstene,2015,Eau (indirect),Cobalt et ses composés (Co),216,kg/an
061.02962,Eurotungstene,2015,Eau (indirect),Cuivre et ses composés (Cu),88,kg/an
061.02965,CEA,2015,Air,Hexafluorure de soufre (SF6),50,kg/an
061.02965,CEA,2015,Air,Hydrochlorofluorocarbures (HCFC),245,kg/an
061.02965,CEA,2015,Air,Hydroflurocarbures (HFC),222,kg/an
061.02965,CEA,2015,Air,Perfluorocarbures (PFC),246,kg/an
061.02993,ARKEMA,2015,Air,Chlorométhane (chlorure de méthyle),23200,kg/an
061.02993,ARKEMA,2015,Air,Composés organiques volatils non méthaniques (COVNM),81600,kg/an
061.02993,ARKEMA,2015,Air,Hydroflurocarbures (HFC),516,kg/an
061.02993,ARKEMA,2015,Air,CO2 Total d'origine non biomasse uniquement,54300.000,t/an
061.02993,ARKEMA,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),54300.000,t/an
061.02993,ARKEMA,2015,Eau (direct),"1,2-dichloroéthane (DCE - chlorure d'éthylène)",455,kg/an
061.02993,ARKEMA,2015,Eau (direct),Carbone organique total (COT),55500,kg/an
061.02993,ARKEMA,2015,Eau (direct),Chloroforme (trichlorométhane),33,kg/an
061.02993,ARKEMA,2015,Eau (direct),Chlorures (Cl total),12900.000,t/an
061.02993,ARKEMA,2015,Eau (direct),Composés organohalogénés (AOX),2890,kg/an
061.02993,ARKEMA,2015,Eau (direct),Demande biologique en oxygène (DBO5),50100,kg/an
061.02993,ARKEMA,2015,Eau (direct),Demande chimique en oxygène (DCO),248000,kg/an
061.02993,ARKEMA,2015,Eau (direct),Fer et ses composés (Fe),3210,kg/an
061.02993,ARKEMA,2015,Eau (direct),Manganèse et ses composés (Mn),3110,kg/an
061.02993,ARKEMA,2015,Eau (direct),Mercure et ses composés (Hg),17.5,kg/an
061.02993,ARKEMA,2015,Eau (direct),Méthanol (alcool méthylique),11700,kg/an
061.02993,ARKEMA,2015,Eau (direct),Trichlorobenzènes (TCB),17,kg/an
061.02993,ARKEMA,2015,Eau (direct),Tétrachloroéthylène (PER - perchloroéthylène),17,kg/an
061.02993,ARKEMA,2015,Eau (direct),Tétrachlorure de carbone (TCM - tétrachlorométhane),19,kg/an
061.02993,ARKEMA,2015,Eau (direct),Zinc et ses composés (Zn),1680,kg/an
061.02997,USINE des CLAVAUX,2015,Air,Oxydes d'azote (NOx - NO + NO2) (en eq. NO2),179000,kg/an
061.02997,USINE des CLAVAUX,2015,Air,Zinc et ses composés (Zn),408,kg/an
061.02997,USINE des CLAVAUX,2015,Air,CO2 Total d'origine non biomasse uniquement,142000.000,t/an
061.02997,USINE des CLAVAUX,2015,Air,CO2 Total (CO2 d'origine biomasse et non biomasse),216000.000,t/an
061.02997,USINE des CLAVAUX,2015,Air,CO2 Total d'origine biomasse uniquement,73200.000,t/an
